event_id,method,n_files,n_real,prec_at_1,prec_at_3,recall_at_5,triage_sec,found_first,repo
spring-boot-ev00072,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00073,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00074,fused_rule,6,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00075,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00076,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00077,fused_rule,7,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00078,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00079,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00080,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00081,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00082,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00083,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00084,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00085,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00086,fused_rule,7,2,0.0,0.6666666666666666,1.0,30,1,spring-boot
spring-boot-ev00087,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00088,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00089,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00090,fused_rule,8,2,1.0,0.3333333333333333,0.5,0,1,spring-boot
spring-boot-ev00091,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00092,fused_rule,3,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00093,fused_rule,8,2,0.0,0.6666666666666666,1.0,30,1,spring-boot
spring-boot-ev00094,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00095,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00096,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00097,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00098,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00099,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00100,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00101,fused_rule,7,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00102,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00103,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00104,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00105,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00106,fused_rule,4,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00107,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00108,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00109,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00110,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00111,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00112,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00113,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00114,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00115,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00116,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00117,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00118,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00119,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00120,fused_rule,7,2,0.0,0.6666666666666666,1.0,30,1,spring-boot
spring-boot-ev00121,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00122,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00123,fused_rule,7,2,0.0,0.6666666666666666,1.0,30,1,spring-boot
spring-boot-ev00124,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00125,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00126,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00127,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00128,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00129,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00130,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00131,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00132,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00133,fused_rule,6,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00134,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00135,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00136,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00137,fused_rule,8,2,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00138,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00139,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00140,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00141,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00142,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00143,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00144,fused_rule,7,2,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00145,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00146,fused_rule,3,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00147,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00148,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00149,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00150,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00151,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00152,fused_rule,4,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00153,fused_rule,6,1,0.0,0.0,1.0,120,1,spring-boot
spring-boot-ev00154,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00155,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00156,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00157,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00158,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00159,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00160,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00161,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00162,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00163,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00164,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00165,fused_rule,6,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00166,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00167,fused_rule,7,2,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00168,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00169,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00170,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00171,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00172,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00173,fused_rule,6,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00174,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00175,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00176,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00177,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00178,fused_rule,7,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00179,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00180,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00181,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00182,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00183,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00184,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00185,fused_rule,5,1,0.0,0.0,1.0,90,1,spring-boot
spring-boot-ev00186,fused_rule,7,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00187,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00188,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00189,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00190,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00191,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00192,fused_rule,7,2,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00193,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00194,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00195,fused_rule,8,2,0.0,0.6666666666666666,1.0,30,1,spring-boot
spring-boot-ev00196,fused_rule,6,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00197,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00198,fused_rule,6,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00199,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00200,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00201,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00202,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00203,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00204,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00205,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00206,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00207,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00208,fused_rule,8,2,0.0,0.0,0.5,90,1,spring-boot
spring-boot-ev00209,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00210,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00211,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00212,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00213,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00214,fused_rule,7,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00215,fused_rule,3,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00216,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00217,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00218,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00219,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00220,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00221,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00222,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00223,fused_rule,7,2,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00224,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00225,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00226,fused_rule,8,2,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00227,fused_rule,6,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00228,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00229,fused_rule,4,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00230,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00231,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00232,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00233,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00234,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00235,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00236,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00237,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00238,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00239,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00240,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00241,fused_rule,4,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00242,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00243,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00244,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00245,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00246,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00247,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00248,fused_rule,4,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00249,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00250,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00251,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00252,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00253,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00254,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00255,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00256,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00257,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00258,fused_rule,4,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00259,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00260,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00261,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00262,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00263,fused_rule,4,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00264,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00265,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00266,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00267,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00268,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00269,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00270,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00271,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00272,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00273,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00274,fused_rule,4,1,0.0,0.0,1.0,90,1,spring-boot
spring-boot-ev00275,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00276,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00277,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00278,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00279,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00280,fused_rule,4,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00281,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00282,fused_rule,6,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00283,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00284,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00285,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00286,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00287,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00288,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00289,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00290,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00291,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00292,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00293,fused_rule,4,1,0.0,0.0,1.0,90,1,spring-boot
spring-boot-ev00294,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00295,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00296,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00297,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00298,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00299,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00300,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00301,fused_rule,5,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00302,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00303,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00304,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00305,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00306,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00307,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00308,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00309,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00310,fused_rule,5,1,0.0,0.3333333333333333,1.0,30,1,spring-boot
spring-boot-ev00311,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00312,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00313,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00314,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00315,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00316,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00317,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00318,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00319,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00320,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00321,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00322,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00323,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00324,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00325,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00326,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00327,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00328,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00329,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00330,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00331,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00332,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00333,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00334,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00335,fused_rule,7,2,1.0,0.3333333333333333,0.5,0,1,spring-boot
spring-boot-ev00336,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00337,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00338,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00339,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00340,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00341,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00342,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00343,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00344,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00345,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00346,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00347,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00348,fused_rule,5,1,0.0,0.3333333333333333,1.0,60,1,spring-boot
spring-boot-ev00349,fused_rule,7,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00350,fused_rule,8,2,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00351,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00352,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00353,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00354,fused_rule,5,1,0.0,0.0,1.0,90,1,spring-boot
spring-boot-ev00355,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00356,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00357,fused_rule,4,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00358,fused_rule,8,2,1.0,0.6666666666666666,1.0,0,1,spring-boot
spring-boot-ev00359,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00360,fused_rule,5,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00361,fused_rule,6,1,1.0,0.3333333333333333,1.0,0,1,spring-boot
spring-boot-ev00362,fused_rule,4,1,0.0,0.0,1.0,90,1,spring-boot
